,address,lat,long,name
252,서울특별시 서대문구 충정로 23,37.56137,126.963219,충정로역
253,서울특별시 서대문구 성산로 565 (대신동),37.566385,126.946273,연대동문
254,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",37.557796,126.938095,신촌명물거리
255,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",37.559869,126.964110,충정타워
256,서울특별시 서대문구 응암로 85 (북가좌동),37.580758,126.911478,북가좌DT
257,서울특별시 서대문구 신촌로 83 (창천동),37.5560830579515,126.935844876509,현대신촌
258,서울특별시 서초구 방배로 52 (방배동),37.4793434,126.9994968,방배로
259,서울특별시 서초구 강남대로 465 (서초동),37.503789,127.024075,강남교보타워R
260,서울특별시 서초구 방배로 114 (방배동),37.484329,126.995872,방배다이치빌딩
261,서울특별시 서초구 신반포로 176 (반포동),37.505148,127.004395,센트럴F1
262,서울특별시 서초구 반포대로21길 3 (서초동),37.487931,127.009126,서초역이화빌딩
263,서울특별시 서초구 남부순환로 2557 (서초동),37.484206,127.030103,서초구청
264,서울특별시 서초구 강남대로 343 (서초동),37.493545,127.02943,서초우성사거리
265,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",37.48585,126.983027,이수역사거리
266,서울특별시 서초구 강남대로 595 (잠원동),37.51489,127.019469,강남대로신사
267,서울특별시 서초구 신반포로 194 (반포동),37.504406,127.005648,서울고속터미널
268,서울특별시 서초구 강남대로85길 5 (반포동),37.507413,127.022568,강남대로논현R
269,서울특별시 서초구 방배로 211,37.491914,126.99049739999998,방배
270,서울특별시 서초구 방배중앙로 162 (방배동),37.4934767,126.9865297,방배카페거리
271,서울특별시 서초구 서초대로 274 (서초동),37.492970,127.011875,서초법원
272,서울특별시 서초구 청계산로 203 (신원동),37.447323,127.056250,청계산입구역
273,서울특별시 서초구 방배천로 5-4(방배동),37.4772752,126.98216049999996,사당로데오
274,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,37.5030521,127.004362,파미에파크R
275,서울특별시 서초구 서초중앙로 138 (서초동) 우림빌딩,37.494207,127.01394,교대역
276,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩,37.4820475,127.0367682,양재역
277,서울특별시 서초구 강남대로 557 (잠원동) 1~2층,37.5111983,127.0205875,논현역
278,서울특별시 서초구 동작대로 112 (방배동),37.4864664,126.98274029999993,이수역
279,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩,37.490004,126.992455,내방역
280,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤,37.494941,127.027422,서초파라곤
281,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩,37.480866,127.012368,서울아트센터
282,서울특별시 서초구 서초중앙로 225,37.501691,127.01152,서초중앙로
283,서울특별시 서초구 신반포로 176 (반포동),37.504707,127.004459,센트럴시티
284,서울특별시 서초구 서초대로78길 24 (서초동),37.49562035,127.0277144,강남삼성타운
285,서울특별시 서초구 방배로 84 (방배동),37.48200755,126.9976438,방배역
286,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가,37.508589,127.011959,반포역
287,"서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 (서초동)",37.48467334,127.0169464,남부터미널
288,서울특별시 서초구 잠원로 69 (잠원동) 킴스클럽,37.51031339,127.0069582,뉴코아강남
289,"서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)",37.5000875,127.02549090000002,강남2
290,서울특별시 서초구 서초중앙로 118 (서초동),37.4923611,127.0142207,교대
291,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)",37.46330766,127.0368447,하이브랜드
292,서울특별시 서초구 강남대로 483 (반포동) 청호빌딩,37.50529,127.023636,신논현역
293,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)",37.48203954,127.0425748,영동2교
294,서울특별시 서초구 효령로 274 (서초동),37.48436736,127.0142192,남부터미널2
295,서울특별시 서초구 서래로 48 (반포동),37.49925284,126.9984801,서래마을입구
296,서울특별시 서초구 강남대로 399 (서초동),37.4982695,127.026865,몬테소리
297,서울특별시 서초구 반포대로 118 (서초동),37.49067495,127.0086118,서초역
298,서울특별시 서초구 서초중앙로 164 (서초동),37.496329,127.013336,교대법원
299,"서울특별시 서초구 서초대로 411, GT타워 (서초동)",37.498056,127.02583300000003,강남GT타워
300,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)",37.485941,127.021525,서초동
301,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)",37.487397,127.015134,서울교대
